0.569238004,-0.122334595,-0.81302047
0.784515632,-0.141369122,-0.603779694
0.657822127,-0.509396184,-0.554784236
0.420712916,0.596201086,-0.683772541
-0.706443673,-0.546216794,-0.450093877
-0.376833245,0.725661123,-0.575684515
0.185661058,0.575479578,-0.796462944
0.648935117,0.742983716,-0.163885289
0.458792631,0.876171098,0.147761798
0.863857635,-0.500463673,0.057324066
-0.13110071,-0.625792161,-0.768893217
-0.175486468,-0.823454324,-0.53956233
-0.853599009,0.166177869,-0.493714054
-0.59778559,0.506433008,-0.621432196
-0.659196092,0.67172993,0.33799321
-0.593747348,-0.304406999,-0.744849252
