0.512686127,0.273859821,-0.813728297
0.692197649,0.394244083,-0.604511373
0.828478743,0.029174907,-0.559260043
-0.057810152,0.733245059,-0.677502558
-0.20099871,-0.866961297,-0.456045671
-0.755306791,0.325566068,-0.568786801
-0.226784977,0.568812057,-0.790582994
0.028098204,0.987356657,-0.156004385
-0.201587817,0.966839855,0.156790037
0.985362837,0.161997655,0.053073627
0.292028907,-0.560234399,-0.775149399
0.384641395,-0.742929386,-0.547820221
-0.767513225,-0.410038483,-0.492739146
-0.786889692,0.016271047,-0.61687914
-0.933908494,0.097063682,0.344083668
-0.269283156,-0.606240422,-0.748304185
