0.52318057,-0.257799384,-0.812294025
0.727718876,-0.327056652,-0.602875795
0.516671333,-0.653912146,-0.552674967
0.550916405,0.475848801,-0.68560851
-0.8167509,-0.362904507,-0.448573662
-0.19246122,0.792733911,-0.57838703
0.317697337,0.511571891,-0.798349907
0.807793071,0.565576834,-0.166112077
0.655135985,0.741471275,0.144972981
0.71905487,-0.692400922,0.059506811
-0.277255727,-0.578926526,-0.766794171
-0.367569466,-0.759429601,-0.536804723
-0.78920921,0.363851448,-0.494733253
-0.459460827,0.632576287,-0.623492552
-0.479236604,0.811104456,0.335323415
-0.649569043,-0.156106939,-0.744103965
