0.336649421,-0.480003173,-0.810101306
0.484645323,-0.636430398,-0.600062702
0.144193198,-0.824165958,-0.547684935
0.708600267,0.153991054,-0.688601813
-0.89248796,0.063863592,-0.44652739
0.203971904,0.785621023,-0.584119074
0.519737822,0.295083191,-0.801747184
0.978796455,0.114883868,-0.169585492
0.928410618,0.344112467,0.140144187
0.305968177,-0.949827912,0.064887471
-0.520326101,-0.383817538,-0.762853123
-0.684664533,-0.498581511,-0.531649327
-0.524449165,0.690744823,-0.49781989
-0.107153385,0.770585925,-0.628263866
-0.037434131,0.943500756,0.32924915
-0.648171875,0.164986366,-0.743406174
